ID_cliente,Sector,Cantidad_Entradas
CLT-02539,A,4
CLT-02540,E,2
CLT-02541,B,3
CLT-02542,A,2
CLT-02543,D,3
CLT-02544,B,2
CLT-02545,E,5
CLT-02546,D,3
CLT-02547,E,1
CLT-02548,D,5
CLT-02549,B,3
CLT-02550,D,3
CLT-02551,C,1
CLT-02552,D,3
CLT-02553,A,5
CLT-02554,A,1
CLT-02555,E,3
CLT-02556,E,5
CLT-02557,E,2
CLT-02558,B,3
CLT-02559,C,5
CLT-02560,E,2
CLT-02561,D,1
CLT-02562,D,2
CLT-02563,D,2
CLT-02564,D,2
CLT-02565,C,2
CLT-02566,A,2
CLT-02567,C,2
CLT-02568,D,5
CLT-02569,E,3
CLT-02570,A,3
CLT-02571,A,4
CLT-02572,D,5
CLT-02573,A,1
CLT-02574,B,2
CLT-02575,B,3
CLT-02576,A,5
CLT-02577,B,5
CLT-02578,D,2
CLT-02579,E,5
CLT-02580,C,1
CLT-02581,E,1
CLT-02582,D,5
CLT-02583,E,3
CLT-02584,C,2
CLT-02585,E,2
CLT-02586,B,3
CLT-02587,D,2
CLT-02588,A,1
CLT-02589,D,5
CLT-02590,A,4
CLT-02591,B,3
CLT-02592,E,2
CLT-02593,D,5
CLT-02594,D,2
CLT-02595,E,4
CLT-02596,B,4
CLT-02597,E,2
CLT-02598,D,5
CLT-02599,D,5
CLT-02600,B,5
CLT-02601,C,5
CLT-02602,A,1
CLT-02603,B,1
CLT-02604,A,4
CLT-02605,E,5
CLT-02606,C,3
CLT-02607,A,1
CLT-02608,D,2
CLT-02609,E,3
CLT-02610,E,1
CLT-02611,A,2
CLT-02612,E,5
CLT-02613,D,1
CLT-02614,D,3
CLT-02615,E,5
CLT-02616,E,2
CLT-02617,E,5
CLT-02618,D,3
CLT-02619,E,1
CLT-02620,A,1
CLT-02621,A,4
CLT-02622,C,5
CLT-02623,D,4
CLT-02624,A,5
CLT-02625,E,4
CLT-02626,D,2
CLT-02627,A,4
CLT-02628,C,1
CLT-02629,E,1
CLT-02630,E,1
CLT-02631,E,1
CLT-02632,B,3
CLT-02633,D,3
CLT-02634,B,1
CLT-02635,D,1
CLT-02636,A,5
CLT-02637,B,3
CLT-02638,D,5
CLT-02639,E,1
CLT-02640,A,1
CLT-02641,C,2
CLT-02642,D,3
CLT-02643,C,3
CLT-02644,D,5
CLT-02645,D,2
CLT-02646,E,1
CLT-02647,C,2
CLT-02648,C,3
CLT-02649,C,1
CLT-02650,A,4
CLT-02651,C,3
CLT-02652,B,1
CLT-02653,B,3
CLT-02654,C,5
CLT-02655,C,2
CLT-02656,A,4
CLT-02657,C,2
CLT-02658,B,3
CLT-02659,A,4
CLT-02660,B,2
CLT-02661,C,3
CLT-02662,A,1
CLT-02663,B,5
CLT-02664,B,1
CLT-02665,E,5
CLT-02666,B,3
CLT-02667,D,5
CLT-02668,B,2
CLT-02669,C,3
CLT-02670,B,3
CLT-02671,B,1
CLT-02672,D,2
CLT-02673,D,5
CLT-02674,D,5
CLT-02675,E,1
CLT-02676,B,3
CLT-02677,A,3
CLT-02678,A,1
CLT-02679,E,4
CLT-02680,E,2
CLT-02681,B,3
CLT-02682,E,5
CLT-02683,C,3
CLT-02684,E,3
CLT-02685,C,4
CLT-02686,C,5
CLT-02687,D,4
CLT-02688,C,3
CLT-02689,C,5
CLT-02690,B,3
CLT-02691,B,5
CLT-02692,D,4
CLT-02693,C,5
CLT-02694,D,5
CLT-02695,E,4
CLT-02696,E,5
CLT-02697,D,2
CLT-02698,A,4
CLT-02699,B,3
CLT-02700,C,3
CLT-02701,C,3
CLT-02702,D,5
CLT-02703,A,5
CLT-02704,C,2
CLT-02705,A,4
CLT-02706,B,1
CLT-02707,A,1
CLT-02708,D,2
CLT-02709,A,1
CLT-02710,B,5
CLT-02711,C,4
CLT-02712,D,4
CLT-02713,A,2
CLT-02714,B,5
CLT-02715,A,5
CLT-02716,A,3
CLT-02717,E,2
CLT-02718,C,2
CLT-02719,A,4
CLT-02720,B,3
CLT-02721,B,3
CLT-02722,B,5
CLT-02723,D,1
CLT-02724,D,1
CLT-02725,B,4
CLT-02726,B,3
CLT-02727,B,3
CLT-02728,D,4
CLT-02729,D,1
CLT-02730,C,5
CLT-02731,A,4
CLT-02732,A,5
CLT-02733,B,4
CLT-02734,E,1
CLT-02735,D,1
CLT-02736,E,3
CLT-02737,A,2
CLT-02738,B,5
CLT-02739,E,5
CLT-02740,A,5
CLT-02741,A,4
CLT-02742,C,2
CLT-02743,B,2
CLT-02744,E,4
CLT-02745,D,3
CLT-02746,A,2
CLT-02747,E,5
CLT-02748,B,1
CLT-02749,C,2
CLT-02750,E,5
CLT-02751,A,4
CLT-02752,A,5
CLT-02753,B,3
CLT-02754,D,3
CLT-02755,A,3
CLT-02756,A,2
CLT-02757,E,4
CLT-02758,C,2
CLT-02759,E,2
CLT-02760,C,3
CLT-02761,E,1
CLT-02762,B,1
CLT-02763,B,2
CLT-02764,B,3
CLT-02765,C,3
CLT-02766,D,2
CLT-02767,D,4
CLT-02768,C,4
CLT-02769,E,5
CLT-02770,A,4
CLT-02771,A,4
CLT-02772,C,2
CLT-02773,C,2
CLT-02774,A,2
CLT-02775,D,1
CLT-02776,C,2
CLT-02777,B,4
CLT-02778,A,1
CLT-02779,A,3
CLT-02780,C,3
CLT-02781,E,1
CLT-02782,B,1
CLT-02783,B,4
CLT-02784,E,4
CLT-02785,E,3
CLT-02786,C,5
CLT-02787,C,4
CLT-02788,E,3
CLT-02789,E,5
CLT-02790,B,2
CLT-02791,E,2
CLT-02792,B,4
CLT-02793,A,5
CLT-02794,A,5
CLT-02795,A,2
CLT-02796,C,3
CLT-02797,B,5
CLT-02798,C,5
CLT-02799,E,3
CLT-02800,D,5
CLT-02801,E,3
CLT-02802,D,5
CLT-02803,B,5
CLT-02804,E,2
CLT-02805,D,2
CLT-02806,D,3
CLT-02807,A,1
CLT-02808,A,1
CLT-02809,C,1
CLT-02810,B,4
CLT-02811,B,4
CLT-02812,A,4
CLT-02813,B,4
CLT-02814,B,3
CLT-02815,D,1
CLT-02816,D,1
CLT-02817,B,3
CLT-02818,A,4
CLT-02819,B,3
CLT-02820,A,4
CLT-02821,B,2
CLT-02822,C,4
CLT-02823,B,4
CLT-02824,B,5
CLT-02825,E,2
CLT-02826,E,1
CLT-02827,B,5
CLT-02828,C,2
CLT-02829,A,4
CLT-02830,D,3
CLT-02831,B,4
CLT-02832,A,5
CLT-02833,D,4
CLT-02834,E,2
CLT-02835,D,4
CLT-02836,B,2
CLT-02837,C,4
CLT-02838,A,1
CLT-02839,D,5
CLT-02840,D,1
CLT-02841,D,1
CLT-02842,E,3
CLT-02843,A,4
CLT-02844,C,2
CLT-02845,B,5
CLT-02846,A,3
CLT-02847,A,5
CLT-02848,E,4
CLT-02849,A,2
CLT-02850,A,4
CLT-02851,B,3
CLT-02852,C,3
CLT-02853,B,1
CLT-02854,C,4
CLT-02855,A,2
CLT-02856,D,1
CLT-02857,A,5
CLT-02858,C,4
CLT-02859,D,3
CLT-02860,B,4
CLT-02861,B,3
CLT-02862,E,2
CLT-02863,A,4
CLT-02864,A,5
CLT-02865,D,2
CLT-02866,E,3
CLT-02867,B,3
CLT-02868,A,4
CLT-02869,C,5
CLT-02870,C,4
CLT-02871,D,1
CLT-02872,C,2
CLT-02873,B,2
CLT-02874,D,2
CLT-02875,A,1
CLT-02876,A,3
CLT-02877,C,2
CLT-02878,A,4
CLT-02879,A,3
CLT-02880,D,4
CLT-02881,A,5
CLT-02882,D,2
CLT-02883,E,4
CLT-02884,B,4
CLT-02885,E,5
CLT-02886,D,1
CLT-02887,E,1
CLT-02888,A,2
CLT-02889,E,5
CLT-02890,A,4
CLT-02891,B,1
CLT-02892,C,4
CLT-02893,C,2
CLT-02894,B,5
CLT-02895,B,4
CLT-02896,B,2
CLT-02897,A,1
CLT-02898,A,4
CLT-02899,A,4
CLT-02900,D,2
CLT-02901,C,1
CLT-02902,E,3
CLT-02903,D,1
CLT-02904,A,5
CLT-02905,D,3
CLT-02906,E,4
CLT-02907,B,3
CLT-02908,D,1
CLT-02909,D,1
CLT-02910,C,5
CLT-02911,D,2
CLT-02912,B,3
CLT-02913,A,5
CLT-02914,B,2
CLT-02915,E,1
CLT-02916,E,4
CLT-02917,A,5
CLT-02918,B,1
CLT-02919,E,5
CLT-02920,D,2
CLT-02921,E,3
CLT-02922,B,5
CLT-02923,B,2
CLT-02924,D,4
CLT-02925,C,5
CLT-02926,A,5
CLT-02927,E,5
CLT-02928,C,5
CLT-02929,B,4
CLT-02930,A,4
CLT-02931,D,5
CLT-02932,D,5
CLT-02933,B,5
CLT-02934,A,4
CLT-02935,E,4
CLT-02936,E,5
CLT-02937,E,5
CLT-02938,D,5
CLT-02939,E,1
CLT-02940,A,3
CLT-02941,E,5
CLT-02942,C,5
CLT-02943,C,1
CLT-02944,C,3
CLT-02945,B,5
CLT-02946,C,2
CLT-02947,A,4
CLT-02948,D,4
CLT-02949,D,2
CLT-02950,C,2
CLT-02951,B,3
CLT-02952,E,1
CLT-02953,A,1
CLT-02954,C,2
CLT-02955,E,5
CLT-02956,D,1
CLT-02957,C,3
CLT-02958,D,4
CLT-02959,C,1
CLT-02960,B,3
CLT-02961,C,4
CLT-02962,D,5
CLT-02963,D,1
CLT-02964,C,2
CLT-02965,A,5
CLT-02966,E,3
CLT-02967,B,1
CLT-02968,D,3
CLT-02969,E,5
CLT-02970,D,1
CLT-02971,E,1
CLT-02972,C,4
CLT-02973,B,3
CLT-02974,D,5
CLT-02975,E,4
CLT-02976,B,3
CLT-02977,D,5
CLT-02978,B,3
CLT-02979,B,4
CLT-02980,E,1
CLT-02981,E,1
CLT-02982,E,3
CLT-02983,C,2
CLT-02984,C,2
CLT-02985,D,4
CLT-02986,D,1
CLT-02987,B,2
CLT-02988,A,5
CLT-02989,A,1
CLT-02990,E,4
CLT-02991,D,1
CLT-02992,E,2
CLT-02993,C,2
CLT-02994,D,2
CLT-02995,D,1
CLT-02996,D,3
CLT-02997,B,1
CLT-02998,C,4
CLT-02999,A,1
CLT-03000,A,1
CLT-03001,A,3
CLT-03002,C,2
CLT-03003,E,1
CLT-03004,E,3
CLT-03005,E,3
CLT-03006,A,2
CLT-03007,C,1
CLT-03008,E,3
CLT-03009,A,5
CLT-03010,D,3
CLT-03011,B,4
CLT-03012,C,2
CLT-03013,B,2
CLT-03014,C,4
CLT-03015,E,3
CLT-03016,E,5
CLT-03017,A,3
CLT-03018,E,1
CLT-03019,C,4
CLT-03020,A,1
CLT-03021,D,3
CLT-03022,A,1
CLT-03023,D,2
CLT-03024,D,1
CLT-03025,D,3
CLT-03026,B,3
CLT-03027,E,2
CLT-03028,B,2
CLT-03029,D,3
CLT-03030,E,5
CLT-03031,E,3
CLT-03032,D,4
CLT-03033,E,4
CLT-03034,B,2
CLT-03035,E,5
CLT-03036,D,3
CLT-03037,D,1
CLT-03038,A,5
CLT-03039,D,3
CLT-03040,E,1
CLT-03041,D,5
CLT-03042,B,1
CLT-03043,E,2
CLT-03044,C,3
CLT-03045,B,3
CLT-03046,C,5
CLT-03047,E,3
CLT-03048,A,2
CLT-03049,B,5
CLT-03050,C,2
CLT-03051,B,4
CLT-03052,A,5
CLT-03053,C,3
CLT-03054,B,4
CLT-03055,E,3
CLT-03056,B,3
CLT-03057,B,1
CLT-03058,A,1
CLT-03059,A,2
CLT-03060,C,3
CLT-03061,A,1
CLT-03062,B,3
CLT-03063,B,2
CLT-03064,C,3
CLT-03065,C,1
CLT-03066,A,2
CLT-03067,B,4
CLT-03068,B,1
CLT-03069,A,4
CLT-03070,A,5
CLT-03071,B,1
CLT-03072,B,1
CLT-03073,A,3
CLT-03074,D,1
CLT-03075,C,5
CLT-03076,C,3
CLT-03077,E,4
CLT-03078,D,1
CLT-03079,E,1
CLT-03080,A,5
CLT-03081,E,1
CLT-03082,D,1
CLT-03083,C,2
CLT-03084,B,3
CLT-03085,D,5
CLT-03086,B,3
CLT-03087,A,4
CLT-03088,B,5
CLT-03089,A,2
CLT-03090,A,1
CLT-03091,B,2
CLT-03092,A,5
CLT-03093,B,2
CLT-03094,D,5
CLT-03095,D,3
CLT-03096,E,4
CLT-03097,D,3
CLT-03098,C,3
CLT-03099,B,5
CLT-03100,B,4
CLT-03101,A,5
CLT-03102,D,2
CLT-03103,E,3
CLT-03104,E,4
CLT-03105,A,1
CLT-03106,B,2
CLT-03107,B,4
CLT-03108,E,2
CLT-03109,B,1
CLT-03110,E,1
CLT-03111,D,3
CLT-03112,E,1
CLT-03113,D,2
CLT-03114,A,4
CLT-03115,B,3
CLT-03116,B,3
CLT-03117,E,4
CLT-03118,B,2
CLT-03119,D,1
CLT-03120,D,2
CLT-03121,D,2
CLT-03122,C,1
CLT-03123,C,5
CLT-03124,B,3
CLT-03125,C,1
CLT-03126,A,1
CLT-03127,C,3
CLT-03128,D,3
CLT-03129,E,4
CLT-03130,C,1
CLT-03131,B,4
CLT-03132,A,3
CLT-03133,A,5
CLT-03134,C,1
CLT-03135,E,1
CLT-03136,C,5
CLT-03137,B,3
CLT-03138,D,3
CLT-03139,E,5
CLT-03140,A,4
CLT-03141,D,5
CLT-03142,D,4
CLT-03143,A,2
CLT-03144,E,1
CLT-03145,B,4
CLT-03146,D,4
CLT-03147,D,2
CLT-03148,D,4
CLT-03149,C,4
CLT-03150,C,2
CLT-03151,A,1
CLT-03152,B,5
CLT-03153,D,2
CLT-03154,C,1
CLT-03155,A,4
CLT-03156,B,4
CLT-03157,C,5
CLT-03158,B,4
CLT-03159,B,4
CLT-03160,E,5
CLT-03161,A,1
CLT-03162,E,2
CLT-03163,B,1
CLT-03164,A,5
CLT-03165,E,5
CLT-03166,E,5
CLT-03167,B,1
CLT-03168,D,5
CLT-03169,A,4
CLT-03170,D,3
CLT-03171,A,4
CLT-03172,B,2
CLT-03173,D,4
CLT-03174,E,2
CLT-03175,B,5
CLT-03176,C,5
CLT-03177,A,3
CLT-03178,E,2
CLT-03179,E,4
CLT-03180,A,1
CLT-03181,D,1
CLT-03182,D,1
CLT-03183,A,4
CLT-03184,E,2
CLT-03185,D,3
CLT-03186,D,1
CLT-03187,D,1
CLT-03188,D,5
CLT-03189,E,2
CLT-03190,C,5
CLT-03191,A,2
CLT-03192,E,3
CLT-03193,A,4
CLT-03194,B,5
CLT-03195,E,5
CLT-03196,B,3
CLT-03197,C,4
CLT-03198,A,3
CLT-03199,C,3
CLT-03200,A,5
CLT-03201,A,5
CLT-03202,A,3
CLT-03203,C,3
CLT-03204,D,2
CLT-03205,D,1
CLT-03206,D,3
CLT-03207,D,5
CLT-03208,E,3
CLT-03209,C,1
CLT-03210,E,5
CLT-03211,D,4
CLT-03212,C,4
CLT-03213,D,5
CLT-03214,B,1
CLT-03215,C,3
CLT-03216,E,3
CLT-03217,E,3
CLT-03218,C,5
CLT-03219,B,2
CLT-03220,A,3
CLT-03221,D,1
CLT-03222,B,3
CLT-03223,B,5
CLT-03224,E,3
CLT-03225,C,5
CLT-03226,A,5
CLT-03227,D,2
CLT-03228,E,4
CLT-03229,A,2
CLT-03230,E,3
CLT-03231,B,4
CLT-03232,D,4
CLT-03233,C,1
CLT-03234,C,1
CLT-03235,E,2
CLT-03236,E,1
CLT-03237,E,5
CLT-03238,A,2
CLT-03239,E,1
CLT-03240,E,4
CLT-03241,D,5
CLT-03242,A,1
CLT-03243,A,3
CLT-03244,D,1
CLT-03245,E,1
CLT-03246,A,2
CLT-03247,B,2
CLT-03248,C,4
CLT-03249,A,1
CLT-03250,A,5
CLT-03251,E,5
CLT-03252,C,1
CLT-03253,E,5
CLT-03254,A,3
CLT-03255,A,4
CLT-03256,B,4
CLT-03257,A,3
CLT-03258,D,4
CLT-03259,E,2
CLT-03260,E,3
CLT-03261,B,5
CLT-03262,A,4
CLT-03263,A,3
CLT-03264,A,2
CLT-03265,D,5
CLT-03266,A,2
CLT-03267,C,3
CLT-03268,D,3
CLT-03269,A,4
CLT-03270,E,1
CLT-03271,B,3
CLT-03272,C,1
CLT-03273,C,3
CLT-03274,A,5
CLT-03275,B,5
CLT-03276,E,3
CLT-03277,A,3
CLT-03278,B,3
CLT-03279,C,4
CLT-03280,A,5
CLT-03281,C,3
CLT-03282,C,1
CLT-03283,E,1
CLT-03284,B,5
CLT-03285,E,2
CLT-03286,A,2
CLT-03287,E,1
CLT-03288,E,3
CLT-03289,E,3
CLT-03290,D,4
CLT-03291,B,1
CLT-03292,D,3
CLT-03293,A,5
CLT-03294,E,1
CLT-03295,E,1
CLT-03296,D,5
CLT-03297,D,2
CLT-03298,A,4
CLT-03299,C,4
CLT-03300,C,4
CLT-03301,B,2
CLT-03302,A,5
CLT-03303,C,1
CLT-03304,A,3
CLT-03305,C,1
CLT-03306,B,2
CLT-03307,A,1
CLT-03308,C,1
CLT-03309,B,5
CLT-03310,D,3
CLT-03311,A,5
CLT-03312,E,3
CLT-03313,A,2
CLT-03314,C,2
CLT-03315,B,4
CLT-03316,A,3
CLT-03317,A,5
CLT-03318,E,2
CLT-03319,B,5
CLT-03320,B,4
CLT-03321,E,1
CLT-03322,C,4
CLT-03323,E,1
CLT-03324,C,5
CLT-03325,C,5
CLT-03326,A,5
CLT-03327,D,5
CLT-03328,B,3
CLT-03329,D,2
CLT-03330,E,4
CLT-03331,A,2
CLT-03332,E,4
CLT-03333,A,3
CLT-03334,C,2
CLT-03335,A,2
CLT-03336,E,3
CLT-03337,C,1
CLT-03338,C,3
CLT-03339,C,3
CLT-03340,A,3
CLT-03341,D,5
CLT-03342,A,3
CLT-03343,C,3
CLT-03344,D,2
CLT-03345,C,4
CLT-03346,C,2
CLT-03347,E,4
CLT-03348,C,5
CLT-03349,C,2
CLT-03350,A,5
CLT-03351,B,1
CLT-03352,B,4
CLT-03353,E,4
CLT-03354,B,2
CLT-03355,C,2
CLT-03356,B,1
CLT-03357,E,3
CLT-03358,B,3
CLT-03359,C,5
CLT-03360,B,5
CLT-03361,D,1
CLT-03362,D,4
CLT-03363,B,2
CLT-03364,B,5
CLT-03365,E,5
CLT-03366,A,5
CLT-03367,D,4
CLT-03368,C,1
CLT-03369,D,5
CLT-03370,D,2
CLT-03371,E,1
CLT-03372,E,3
CLT-03373,D,1
CLT-03374,D,5
CLT-03375,C,3
CLT-03376,C,1
CLT-03377,E,3
CLT-03378,C,2
CLT-03379,A,5
CLT-03380,B,5
CLT-03381,A,1
CLT-03382,B,2
CLT-03383,C,1
CLT-03384,A,3
CLT-03385,A,5
CLT-03386,B,2
CLT-03387,D,3
CLT-03388,E,4
CLT-03389,E,3
CLT-03390,E,4
CLT-03391,C,5
CLT-03392,C,1
CLT-03393,D,4
CLT-03394,C,2
CLT-03395,B,2
CLT-03396,E,4
CLT-03397,B,5
CLT-03398,B,2
CLT-03399,A,4
CLT-03400,C,1
CLT-03401,A,1
CLT-03402,D,3
CLT-03403,B,4
CLT-03404,D,5
CLT-03405,A,2
CLT-03406,C,5
CLT-03407,C,5
CLT-03408,A,3
CLT-03409,C,4
CLT-03410,C,4
CLT-03411,A,1
CLT-03412,E,5
CLT-03413,A,2
CLT-03414,A,3
CLT-03415,B,2
CLT-03416,B,4
CLT-03417,C,4
CLT-03418,D,2
CLT-03419,E,5
CLT-03420,D,3
CLT-03421,A,3
CLT-03422,C,5
CLT-03423,B,1
CLT-03424,E,1
CLT-03425,C,3
CLT-03426,D,5
CLT-03427,B,3
CLT-03428,D,2
CLT-03429,E,4
CLT-03430,B,1
CLT-03431,A,2
CLT-03432,E,2
CLT-03433,B,3
CLT-03434,D,1
CLT-03435,A,2
CLT-03436,B,3
CLT-03437,A,5
CLT-03438,B,2
CLT-03439,C,1
CLT-03440,D,1
CLT-03441,B,5
CLT-03442,E,1
CLT-03443,D,2
CLT-03444,D,3
CLT-03445,E,4
CLT-03446,B,3
CLT-03447,C,3
CLT-03448,C,1
CLT-03449,A,5
CLT-03450,C,5
CLT-03451,E,4
CLT-03452,A,1
CLT-03453,B,4
CLT-03454,C,5
CLT-03455,A,3
CLT-03456,B,1
CLT-03457,B,4
CLT-03458,E,4
CLT-03459,D,2
CLT-03460,D,1
CLT-03461,D,3
CLT-03462,C,2
CLT-03463,C,5
CLT-03464,A,3
CLT-03465,A,4
CLT-03466,C,3
CLT-03467,E,4
CLT-03468,D,3
CLT-03469,E,2
CLT-03470,E,2
CLT-03471,C,3
CLT-03472,E,3
CLT-03473,E,5
CLT-03474,D,3
CLT-03475,C,3
CLT-03476,B,5
CLT-03477,A,1
CLT-03478,C,3
CLT-03479,C,2
CLT-03480,A,4
CLT-03481,C,4
CLT-03482,B,3
CLT-03483,A,1
CLT-03484,D,3
CLT-03485,C,1
CLT-03486,C,2
CLT-03487,C,4
CLT-03488,D,4
CLT-03489,E,5
CLT-03490,C,4
CLT-03491,C,2
CLT-03492,D,3
CLT-03493,B,4
CLT-03494,D,5
CLT-03495,C,4
CLT-03496,C,5
CLT-03497,B,3
CLT-03498,C,1
CLT-03499,A,3
CLT-03500,E,3
CLT-03501,C,5
CLT-03502,D,4
CLT-03503,D,3
CLT-03504,D,5
CLT-03505,B,2
CLT-03506,B,4
CLT-03507,B,2
CLT-03508,D,4
CLT-03509,B,1
CLT-03510,A,4
CLT-03511,E,1
CLT-03512,C,2
CLT-03513,D,2
CLT-03514,E,1
CLT-03515,D,3
CLT-03516,C,1
CLT-03517,B,4
CLT-03518,E,2
CLT-03519,C,4
CLT-03520,C,2
CLT-03521,A,2
CLT-03522,A,5
CLT-03523,B,1
CLT-03524,B,3
CLT-03525,D,4
CLT-03526,A,2
CLT-03527,A,5
CLT-03528,C,5
CLT-03529,E,5
CLT-03530,D,3
CLT-03531,C,3
CLT-03532,C,4
CLT-03533,B,5
CLT-03534,B,2
CLT-03535,B,2
CLT-03536,A,4
CLT-03537,B,4
CLT-03538,B,2
CLT-03539,B,1
CLT-03540,A,2
CLT-03541,C,4
CLT-03542,B,2
CLT-03543,A,1
CLT-03544,C,2
CLT-03545,D,2
CLT-03546,B,5
CLT-03547,C,5
CLT-03548,C,3
CLT-03549,A,4
CLT-03550,E,1
CLT-03551,B,2
CLT-03552,A,1
CLT-03553,D,4
CLT-03554,B,1
CLT-03555,E,2
CLT-03556,E,3
CLT-03557,B,3
CLT-03558,C,4
CLT-03559,A,5
CLT-03560,B,2
CLT-03561,A,2
CLT-03562,C,3
CLT-03563,D,3
CLT-03564,E,5
CLT-03565,B,3
CLT-03566,E,3
CLT-03567,C,5
CLT-03568,A,5
CLT-03569,A,4
CLT-03570,A,4
CLT-03571,A,4
CLT-03572,C,4
CLT-03573,B,1
CLT-03574,A,2
CLT-03575,D,3
CLT-03576,D,4
CLT-03577,A,4
CLT-03578,C,5
CLT-03579,A,5
CLT-03580,D,2
CLT-03581,E,4
CLT-03582,D,2
CLT-03583,B,1
CLT-03584,E,1
CLT-03585,B,1
CLT-03586,C,5
CLT-03587,E,3
CLT-03588,E,4
CLT-03589,A,3
CLT-03590,E,5
CLT-03591,E,3
CLT-03592,B,4
CLT-03593,B,2
CLT-03594,C,4
CLT-03595,E,1
CLT-03596,E,5
CLT-03597,E,1
CLT-03598,E,5
CLT-03599,A,3
CLT-03600,B,5
CLT-03601,A,4
CLT-03602,E,4
CLT-03603,C,3
CLT-03604,C,5
CLT-03605,E,3
CLT-03606,C,3
CLT-03607,C,3
CLT-03608,A,5
CLT-03609,E,1
CLT-03610,A,5
CLT-03611,B,2
CLT-03612,E,1
CLT-03613,B,2
CLT-03614,B,1
CLT-03615,E,3
CLT-03616,B,3
CLT-03617,A,2
CLT-03618,B,5
CLT-03619,E,5
CLT-03620,A,4
CLT-03621,D,2
CLT-03622,C,5
CLT-03623,A,3
CLT-03624,C,2
CLT-03625,E,5
CLT-03626,D,2
CLT-03627,E,3
CLT-03628,A,3
CLT-03629,C,1
CLT-03630,C,1
CLT-03631,B,1
CLT-03632,B,2
CLT-03633,B,4
CLT-03634,E,1
CLT-03635,E,1
CLT-03636,A,1
CLT-03637,A,2
CLT-03638,D,2
CLT-03639,B,1
CLT-03640,B,4
CLT-03641,A,5
CLT-03642,B,5
CLT-03643,B,4
CLT-03644,B,5
CLT-03645,B,1
CLT-03646,A,1
CLT-03647,A,1
CLT-03648,D,5
CLT-03649,B,3
CLT-03650,D,2
CLT-03651,C,4
CLT-03652,A,3
CLT-03653,D,3
CLT-03654,C,2
CLT-03655,B,5
CLT-03656,E,4
CLT-03657,D,1
CLT-03658,D,1
CLT-03659,A,2
CLT-03660,B,1
CLT-03661,C,4
CLT-03662,C,2
CLT-03663,D,1
CLT-03664,A,5
CLT-03665,A,1
CLT-03666,D,1
CLT-03667,C,5
CLT-03668,D,5
CLT-03669,A,5
CLT-03670,C,1
CLT-03671,B,5
CLT-03672,B,4
CLT-03673,A,3
CLT-03674,E,1
CLT-03675,A,5
CLT-03676,B,1
CLT-03677,C,4
CLT-03678,A,3
CLT-03679,A,2
CLT-03680,B,3
CLT-03681,A,2
CLT-03682,C,4
CLT-03683,B,1
CLT-03684,A,3
CLT-03685,A,3
CLT-03686,A,5
CLT-03687,C,5
CLT-03688,B,1
CLT-03689,E,5
CLT-03690,A,3
CLT-03691,D,1
CLT-03692,B,2
CLT-03693,C,1
CLT-03694,D,2
CLT-03695,E,4
CLT-03696,D,5
CLT-03697,D,5
CLT-03698,D,2
CLT-03699,E,4
CLT-03700,E,1
CLT-03701,E,1
CLT-03702,D,2
CLT-03703,A,4
CLT-03704,B,3
CLT-03705,A,3
CLT-03706,A,2
CLT-03707,C,1
CLT-03708,A,2
CLT-03709,C,3
CLT-03710,A,3
CLT-03711,A,5
CLT-03712,E,1
CLT-03713,A,2
CLT-03714,B,3
CLT-03715,C,4
CLT-03716,D,5
CLT-03717,E,1
CLT-03718,A,3
CLT-03719,A,3
CLT-03720,D,2
CLT-03721,C,5
CLT-03722,B,2
CLT-03723,E,2
CLT-03724,D,3
CLT-03725,B,1
CLT-03726,A,4
CLT-03727,B,4
CLT-03728,D,1
CLT-03729,B,1
CLT-03730,A,2
CLT-03731,B,3
CLT-03732,C,3
CLT-03733,A,5
CLT-03734,A,1
CLT-03735,E,5
CLT-03736,D,1
CLT-03737,B,2
CLT-03738,E,1
CLT-03739,C,3
CLT-03740,D,1
CLT-03741,C,1
CLT-03742,B,5
CLT-03743,E,5
CLT-03744,C,5
CLT-03745,D,4
CLT-03746,D,2
CLT-03747,C,5
CLT-03748,C,3
CLT-03749,E,5
CLT-03750,A,4
CLT-03751,C,2
CLT-03752,E,3
CLT-03753,A,4
CLT-03754,A,2
CLT-03755,D,4
CLT-03756,E,2
CLT-03757,B,5
CLT-03758,C,2
CLT-03759,C,4
CLT-03760,E,1
CLT-03761,E,4
CLT-03762,C,3
CLT-03763,A,5
CLT-03764,E,4
CLT-03765,C,2
CLT-03766,A,5
CLT-03767,D,3
CLT-03768,D,4
CLT-03769,C,3
CLT-03770,A,2
CLT-03771,A,2
CLT-03772,E,4
CLT-03773,A,3
CLT-03774,E,4
CLT-03775,B,3
CLT-03776,D,5
CLT-03777,E,5
CLT-03778,A,2
CLT-03779,B,2
CLT-03780,C,3
CLT-03781,A,5
CLT-03782,B,5
CLT-03783,D,5
CLT-03784,D,2
CLT-03785,C,3
CLT-03786,E,4
CLT-03787,A,2
CLT-03788,D,3
CLT-03789,C,5
CLT-03790,B,5
CLT-03791,A,3
CLT-03792,A,5
CLT-03793,E,5
CLT-03794,E,1
CLT-03795,B,1
CLT-03796,A,4
CLT-03797,E,3
CLT-03798,A,1
CLT-03799,D,3
CLT-03800,C,4
CLT-03801,E,1
CLT-03802,E,2
CLT-03803,B,4
CLT-03804,A,4
CLT-03805,A,4
CLT-03806,A,3
CLT-03807,B,4
CLT-03808,D,5
